Year,County,Hospital,Hospital ID,Performance Measure,Total Statewide CABG Cases,Total Statewide CABG Cases for Performance Measure Reporting,Statewide Adverse Events,Statewide Adverse Events Rate (%),Total Hospital CABG Cases,Total Hospital CABG Cases for Performance Measure Reporting,Hospital Adverse Events,Hospital Observed Adverse Events Rate (%),Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%,RAAER)",Hospital Lower 95% CI for RAAER,Hospital Upper 95% CI for RAAER,Performance Rating,Longitude,Latitude
2018-2019,Fresno,Fresno Heart and Surgical Hospital,106105029,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,587,56,2,3.57,6.28,2.94,0.36,10.62,Average,-119.79,36.86
2018-2019,Humboldt,St. Joseph Hospital - Eureka ,106121080,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,47,1,0,0.00,1.02,0.00,0.00,100.00,Average,-124.14,40.78
2018-2019,Kern,Bakersfield Memorial Hospital,106150722,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,208,30,2,6.67,3.35,10.29,1.25,37.17,Average,-119.01,35.39
2018-2019,Kern,Adventist Health Bakersfield,106150788,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,134,9,1,11.11,8.11,7.08,0.18,39.44,Average,-119.02,35.38
2018-2019,Kern,Bakersfield Heart Hospital,106154101,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,191,19,1,5.26,3.37,8.06,0.20,44.90,Average,-119.04,35.39
2018-2019,Los Angeles,Antelope Valley Hospital,106190034,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,23,.,.,.,.,.,.,.,"Not
Appplicable",-118.16,34.69
2018-2019,Los Angeles,St. Mary Medical Center - Long Beach,106190053,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,122,8,1,12.50,7.34,8.80,0.22,49.02,Average,-118.19,33.78
2018-2019,Los Angeles,Beverly Hospital,106190081,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,40,2,1,50.00,10.20,25.33,0.64,100.00,Average,-118.1,34.02
2018-2019,Los Angeles,California Hospital Medical Center - Los Angeles,106190125,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,92,6,0,0.00,3.01,0.00,0.00,100.00,Average,-118.27,34.04
2018-2019,Los Angeles,Centinela Hospital Medical Center,106190148,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,40,.,.,.,.,.,.,.,"Not
Appplicable",-118.35,33.95
2018-2019,Los Angeles,Lakewood Regional Medical Center,106190240,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,212,20,2,10.00,4.78,10.81,1.31,39.05,Average,-118.15,33.86
2018-2019,Los Angeles,PIH Hospital - Downey,106190243,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,72,5,1,20.00,3.59,28.75,0.73,100.00,Average,-118.13,33.94
2018-2019,Los Angeles,Garfield Medical Center,106190315,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,306,29,0,0.00,5.25,0.00,0.00,12.52,Average,-118.12,34.07
2018-2019,Los Angeles,Adventist Health Glendale,106190323,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,290,19,0,0.00,5.79,0.00,0.00,17.32,Average,-118.23,34.15
2018-2019,Los Angeles,Hollywood Presbyterian Medical Center,106190382,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,89,3,2,66.67,6.96,49.48,5.99,100.00,Worse,-118.29,34.10
2018-2019,Los Angeles,Providence Holy Cross Medical Center,106190385,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,146,17,1,5.88,4.12,7.38,0.19,41.12,Average,-118.46,34.28
2018-2019,Los Angeles,Good Samaritan Hospital - Los Angeles,106190392,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,219,17,1,5.88,6.77,4.49,0.11,25.01,Average,-118.27,34.05
2018-2019,Los Angeles,Huntington Memorial Hospital,106190400,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,252,38,0,0.00,4.53,0.00,0.00,11.07,Average,-118.15,34.14
2018-2019,Los Angeles,Emante Health Inter-Community Hospital,106190413,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,343,34,0,0.00,3.46,0.00,0.00,16.19,Average,-117.89,34.09
2018-2019,Los Angeles,Torrance Memorial Medical Center,106190422,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,180,30,2,6.67,6.63,5.19,0.63,18.76,Average,-118.34,33.81
2018-2019,Los Angeles,Kaiser Foundation Hospital - Los Angeles,106190429,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,"1,817",284,5,1.76,4.36,2.08,0.68,4.86,Better,-118.3,34.10
2018-2019,Los Angeles,Providence Little Company of Mary Medical Center - Torrance,106190470,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,258,20,0,0.00,5.21,0.00,0.00,18.30,Average,-118.36,33.84
2018-2019,Los Angeles,Providence Tarzana Medical Center,106190517,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,90,9,1,11.11,8.11,7.07,0.18,39.42,Average,-118.53,34.17
2018-2019,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,205,18,0,0.00,4.91,0.00,0.00,21.57,Average,-118.26,34.13
2018-2019,Los Angeles,Memorialcare Long Beach Medical Center,106190525,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,350,39,3,7.69,5.05,7.87,1.62,22.99,Average,-118.19,33.81
2018-2019,Los Angeles,Methodist Hospital of Southern California,106190529,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,104,2,0,0.00,3.89,0.00,0.00,100.00,Average,-118.04,34.14
2018-2019,Los Angeles,Cedars Sinai Medical Center,106190555,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,501,62,2,3.23,5.11,3.26,0.39,11.77,Average,-118.38,34.08
2018-2019,Los Angeles,Northridge Hospital Medical Center,106190568,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,160,11,1,9.09,5.22,8.99,0.23,50.10,Average,-118.53,34.22
2018-2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,208,15,2,13.33,5.08,13.57,1.64,49.02,Average,-117.75,34.08
2018-2019,Los Angeles,PIH Health Hospital - Whittier,106190631,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,205,66,4,6.06,9.33,3.36,0.91,8.59,Average,-118.05,33.97
2018-2019,Los Angeles,St. Francis Medical Center,106190754,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,80,.,.,.,.,.,.,.,"Not
Appplicable",-118.2,33.93
2018-2019,Los Angeles,Providence Saint John's Health Center,106190756,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,95,16,1,6.25,4.45,7.26,0.18,40.46,Average,-118.48,34.03
2018-2019,Los Angeles,Providence Saint Joseph Medical Center,106190758,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,113,9,0,0.00,1.99,0.00,0.00,100.00,Average,-118.33,34.16
2018-2019,Los Angeles,St. Vincent Medical Center,106190762,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,93,4,0,0.00,3.20,0.00,0.00,100.00,Average,-118.27,34.06
2018-2019,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,433,83,2,2.41,4.81,2.59,0.31,9.36,Average,-118.45,34.07
2018-2019,Los Angeles,Valley Presbyterian Hospital,106190812,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,82,5,0,0.00,3.50,0.00,0.00,100.00,Average,-118.46,34.19
2018-2019,Los Angeles,West Hills Hospital and Medical Center,106190859,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,108,10,1,10.00,4.82,10.71,0.27,59.70,Average,-118.63,34.20
2018-2019,Los Angeles,Adventist Health White Memorial,106190878,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,130,12,0,0.00,5.15,0.00,0.00,30.82,Average,-118.22,34.05
2018-2019,Los Angeles,Henry Mayo Newhall Hospital,106190949,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,95,7,0,0.00,5.51,0.00,0.00,49.38,Average,-118.55,34.40
2018-2019,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,144,8,0,0.00,2.85,0.00,0.00,83.74,Average,-118.29,33.83
2018-2019,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,125,17,3,17.65,3.19,28.62,5.90,83.64,Worse,-118.21,34.06
2018-2019,Los Angeles,Keck Hospital of University of Southern California,106194219,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,279,62,4,6.45,5.53,6.02,1.64,15.42,Average,-118.2,34.06
2018-2019,Marin,Marin General Hospital,106211006,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,91,15,1,6.67,3.40,10.14,0.26,56.47,Average,-122.54,37.95
2018-2019,Monterey,Community Hospital of the Monterey Peninsula,106270744,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,209,27,0,0.00,3.38,0.00,0.00,20.86,Average,-121.92,36.60
2018-2019,Monterey,Salinas Valley Memorial Hospital,106270875,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,237,26,0,0.00,4.66,0.00,0.00,15.73,Average,-121.65,36.66
2018-2019,Napa,Queen of the Valley Medical Center,106281047,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,91,10,0,0.00,5.43,0.00,0.00,35.09,Average,-122.3,38.32
2018-2019,Napa,Adventist Health St. Helena,106281078,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,232,27,0,0.00,6.14,0.00,0.00,11.50,Average,-122.47,38.54
2018-2019,Orange,Memorialcare Orange Coast Medical Center,106300225,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,210,24,1,4.17,4.27,5.04,0.13,28.08,Average,-117.96,33.70
2018-2019,Orange,AHMC Anaheim Regional Medical Center,106301098,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,272,29,1,3.45,3.41,5.23,0.13,29.12,Average,-117.93,33.85
2018-2019,Orange,Fountain Valley Regional Hospital and Medical Center - Euclid,106301175,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,185,4,0,0.00,4.49,0.00,0.00,100.00,Average,-117.94,33.72
2018-2019,Orange,Anaheim Global Medical Center,106301188,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,80,15,1,6.67,8.68,3.97,0.10,22.11,Average,-117.91,33.82
2018-2019,Orange,Hoag Memorial Hospital Presbyterian,106301205,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,532,95,5,5.26,4.68,5.81,1.89,13.55,Average,-117.93,33.63
2018-2019,Orange,Mission Hospital Regional Medical Center,106301262,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,270,25,1,4.00,5.53,3.73,0.09,20.81,Average,-117.67,33.56
2018-2019,Orange,UC Irvine Medical Center,106301279,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,172,20,1,5.00,5.66,4.57,0.12,25.44,Average,-117.89,33.79
2018-2019,Orange,Memorialcare Saddleback Medical Center,106301317,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,102,5,0,0.00,1.46,0.00,0.00,100.00,Average,-117.71,33.61
2018-2019,Orange,St. Joseph Hospital - Orange,106301340,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,273,37,0,0.00,4.71,0.00,0.00,10.94,Average,-117.87,33.78
2018-2019,Orange,St. Jude Medical Center,106301342,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,200,26,2,7.69,6.95,5.72,0.69,20.65,Average,-117.93,33.89
2018-2019,Orange,West Anaheim Medical Center,106301379,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,60,.,.,.,.,.,.,.,"Not
Appplicable",-117.99,33.82
2018-2019,Orange,Orange County Global Medical Center,106301566,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,105,16,2,12.50,8.37,7.72,0.93,27.87,Average,-117.83,33.75
2018-2019,Riverside,Desert Regional Medical Center,106331164,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,240,18,1,5.56,5.41,5.30,0.13,29.54,Average,-116.55,33.84
2018-2019,Riverside,Eisenhower Medical Center,106331168,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,291,49,4,8.16,4.87,8.67,2.36,22.19,Average,-116.41,33.76
2018-2019,Riverside,Riverside Community Hospital,106331312,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,388,27,1,3.70,7.33,2.61,0.07,14.54,Average,-117.38,33.98
2018-2019,Riverside,Temecula Valley Hospital,106334564,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,210,9,0,0.00,4.29,0.00,0.00,49.32,Average,-117.1,33.48
2018-2019,Riverside,Loma Linda University Medical Center - Murrieta,106334589,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,259,18,0,0.00,2.54,0.00,0.00,41.76,Average,-117.16,33.61
2018-2019,Sacramento,Mercy General Hospital,106340947,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,"1,430",268,5,1.87,5.71,1.69,0.55,3.94,Better,-121.45,38.57
2018-2019,Sacramento,Mercy San Juan Hospital,106340950,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,263,61,7,11.48,6.31,9.39,3.78,19.35,Average,-121.31,38.67
2018-2019,Sacramento,UC Davis Medical Center,106341006,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,207,24,2,8.33,4.28,10.05,1.22,36.31,Average,-121.46,38.55
2018-2019,Sacramento,"Sutter Medical Center, Sacramento",106341051,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,994,204,9,4.41,5.91,3.86,1.76,7.32,Average,-121.44,38.57
2018-2019,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,643,114,2,1.75,3.70,2.45,0.30,8.86,Average,-117.44,34.07
2018-2019,San Bernardino,Loma Linda University Medical Center,106361246,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,562,72,7,9.72,7.39,6.80,2.73,14.01,Average,-117.26,34.05
2018-2019,San Bernardino,San Antonio Regional Hospital,106361318,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,324,31,2,6.45,2.81,11.88,1.44,42.90,Average,-117.64,34.10
2018-2019,San Bernardino,St. Bernardine Medical Center,106361339,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,562,75,6,8.00,5.50,7.52,2.76,16.36,Average,-117.28,34.13
2018-2019,San Bernardino,St. Mary Medical Center - Apple Valley,106361343,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,153,19,1,5.26,3.42,7.95,0.20,44.32,Average,-117.27,34.54
2018-2019,San Bernardino,Desert Valley Hospital,106364144,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,60,6,1,16.67,6.78,12.71,0.32,70.80,Average,-117.3,34.47
2018-2019,San Diego,Alvarado Hospital Medical Center,106370652,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,44,2,0,0.00,2.41,0.00,0.00,100.00,Average,-117.06,32.78
2018-2019,San Diego,Sharp Memorial Hospital,106370694,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,265,48,2,4.17,4.73,4.55,0.55,16.45,Average,-117.16,32.80
2018-2019,San Diego,Grossmont Hospital,106370714,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,165,14,2,14.29,9.44,7.82,0.95,28.23,Average,-117.01,32.78
2018-2019,San Diego,Scripps Mercy Hospital,106370744,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,209,27,0,0.00,3.80,0.00,0.00,18.56,Average,-117.16,32.75
2018-2019,San Diego,Palomar Health Downtown Campus,106370755,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,187,19,4,21.05,5.16,21.07,5.74,53.96,Worse,-117.08,33.13
2018-2019,San Diego,Scripps Memorial Hospital - La Jolla,106370771,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,915,158,4,2.53,5.13,2.55,0.70,6.53,Average,-117.22,32.89
2018-2019,San Diego,Tri-City Medical Center – Oceanside,106370780,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,131,24,4,16.67,7.43,11.60,3.16,29.69,Average,-117.29,33.18
2018-2019,San Diego,Sharp Chula Vista Medical Center,106370875,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,167,19,6,31.58,4.50,36.26,13.31,78.91,Worse,-117.02,32.62
2018-2019,San Diego,UCSD Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,450,66,2,3.03,4.00,3.91,0.47,14.13,Average,-117.23,32.88
2018-2019,San Francisco,Kaiser Foundation Hospital - San Francisco,106380857,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,917,100,3,3.00,2.67,5.81,1.20,16.98,Average,-122.44,37.78
2018-2019,San Francisco,California Pacific Medical Center - Pacific Campus,106380929,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,18,2,0,0.00,21.31,0.00,0.00,44.73,Average,-122.43,37.79
2018-2019,San Francisco,"St. Mary's Medical Center, San Francisco",106380965,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,222,32,1,3.13,6.23,2.59,0.07,14.45,Average,-122.45,37.77
2018-2019,San Francisco,UC San Francisco Medical Center,106381154,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,179,16,2,12.50,6.96,9.29,1.12,33.55,Average,-122.46,37.76
2018-2019,San Joaquin,Dameron Hospital,106390846,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,124,4,1,25.00,7.80,16.56,0.42,92.26,Average,-121.3,37.96
2018-2019,San Joaquin,St. Joseph's Medical Center of Stockton,106391042,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,539,42,2,4.76,5.65,4.36,0.53,15.74,Average,-121.29,37.97
2018-2019,San Luis Obispo,French Hospital Medical Center,106400480,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,166,35,2,5.71,2.43,12.14,1.47,43.84,Average,-120.65,35.28
2018-2019,San Mateo,Seton Medical Center,106410817,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,121,3,0,0.00,5.70,0.00,0.00,100.00,Average,-122.47,37.68
2018-2019,San Mateo,Mills-Peninsula Medical Center,106410852,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,129,18,2,11.11,4.16,13.82,1.67,49.91,Average,-122.38,37.59
2018-2019,San Mateo,Sequoia Hospital,106410891,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,148,42,4,9.52,7.08,6.96,1.90,17.81,Average,-122.25,37.48
2018-2019,Santa Barbara,Marian Regional Medical Center,106420493,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,185,25,0,0.00,3.50,0.00,0.00,21.79,Average,-120.41,34.95
2018-2019,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,210,28,1,3.57,3.72,4.96,0.13,27.65,Average,-119.72,34.43
2018-2019,Santa Clara,Regional Medical of San Jose,106430705,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,170,14,2,14.29,5.42,13.62,1.65,49.19,Average,-121.85,37.36
2018-2019,Santa Clara,El Camino Hospital,106430763,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,234,21,1,4.76,5.74,4.28,0.11,23.87,Average,-122.08,37.37
2018-2019,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,184,26,3,11.54,6.12,9.75,2.01,28.49,Average,-121.94,37.25
2018-2019,Santa Clara,O'Connor Hospital,106430837,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,104,6,1,16.67,6.67,12.92,0.33,71.98,Average,-121.94,37.33
2018-2019,Santa Clara,Santa Clara Valley Medical Center,106430883,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,159,20,1,5.00,6.15,4.20,0.11,23.40,Average,-121.93,37.31
2018-2019,Santa Clara,Stanford Health Care,106430905,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,478,77,2,2.60,5.65,2.37,0.29,8.58,Average,-122.18,37.43
2018-2019,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,"1,010",149,7,4.70,3.66,6.63,2.66,13.65,Average,-122,37.33
2018-2019,Santa Cruz,Dominican Hospital,106440755,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,201,40,3,7.50,6.56,5.91,1.22,17.26,Average,-121.98,36.99
2018-2019,Shasta,Shasta Regional Medical Center,106450940,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,262,41,2,4.88,4.62,5.45,0.66,19.71,Average,-122.39,40.59
2018-2019,Shasta,Mercy Medical Center - Redding,106450949,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,96,8,0,0.00,2.97,0.00,0.00,80.23,Average,-122.4,40.57
2018-2019,Solano,North Bay Medical Center,106481357,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,105,5,2,40.00,4.36,47.35,5.73,100.00,Worse,-122.05,38.26
2018-2019,Sonoma,Santa Rosa Memorial Hospital - Montgomery,106491064,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,168,32,0,0.00,3.48,0.00,0.00,17.13,Average,-122.7,38.44
2018-2019,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,114,22,3,13.64,6.64,10.62,2.19,31.02,Average,-122.71,38.47
2018-2019,Stanislaus,Doctors Medical Center,106500852,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,720,72,6,8.33,6.28,6.85,2.52,14.92,Average,-121.2,37.80
2018-2019,Stanislaus,Memorial Medical Center - Modesto,106500939,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,355,50,6,12.00,7.20,8.61,3.16,18.75,Average,-120.98,37.67
2018-2019,Tulare,Kaweah Delta Medical Center,106540734,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,455,52,6,11.54,7.23,8.25,3.03,17.95,Average,-119.29,36.33
2018-2019,Ventura,Community Memorial Hospital - San Buenaventura,106560473,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,170,11,1,9.09,2.81,16.71,0.42,93.12,Average,-119.26,34.27
2018-2019,Ventura,Los Robles Hospital and Medical Center,106560492,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,165,17,0,0.00,6.51,0.00,0.00,17.23,Average,-118.89,34.21
2018-2019,Ventura,St. John's Regional Medical Center,106560529,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,140,20,2,10.00,4.79,10.80,1.31,39.01,Average,-119.16,34.22
2018-2019,Yuba,Adventist Health and Rideout,106580996,CABG+Valve Operative Mortality,"32,343","4,161",215,5.17,140,14,3,21.43,6.98,15.85,3.27,46.33,Average,-121.59,39.14
2018-2019,Alameda,Alta Bates Summit Medical Center,106010937,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,343,298,3,1.01,2.06,0.83,0.17,2.41,Average,-122.3,37.82
2018-2019,Alameda,Washington Hospital - Fremont,106010987,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,168,152,0,0.00,1.62,0.00,0.00,2.53,Average,-122.0,37.56
2018-2019,Alameda,Stanford Health Care - Valleycare,106014050,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,76,68,1,1.47,1.56,1.59,0.04,8.86,Average,-121.9,37.69
2018-2019,Butte,Enloe Medical Center - Esplanade,106040962,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,331,281,5,1.78,1.52,1.97,0.64,4.59,Average,-121.9,39.74
2018-2019,Contra  Costa,John Muir Medical Center - Concord Campus,106071018,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,443,361,9,2.49,1.73,2.43,1.11,4.61,Average,-122.0,37.99
2018-2019,Contra  Costa,San Ramon Regional Medical Center,106074017,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,71,57,1,1.75,1.42,2.08,0.05,11.57,Average,-122.0,37.78
2018-2019,Fresno,Community Regional Medical Center - Fresno,106100717,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,289,267,5,1.87,2.40,1.31,0.43,3.06,Average,-119.8,36.74
2018-2019,Fresno,Saint Agnes Medical Center,106100899,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,526,413,1,0.24,1.69,0.24,0.01,1.35,Better,-119.8,36.84
2018-2019,Fresno,Fresno Heart and Surgical Hospital,106105029,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,587,506,8,1.58,1.62,1.65,0.71,3.25,Average,-119.8,36.86
2018-2019,Humboldt,St. Joseph Hospital - Eureka ,106121080,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,47,41,1,2.44,1.38,2.99,0.08,16.63,Average,-124.14,40.78
2018-2019,Kern,Bakersfield Memorial Hospital,106150722,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,208,171,2,1.17,1.53,1.29,0.16,4.65,Average,-119.0,35.39
2018-2019,Kern,Adventist Health Bakersfield,106150788,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,134,124,4,3.23,1.69,3.22,0.88,8.23,Average,-119.0,35.38
2018-2019,Kern,Bakersfield Heart Hospital,106154101,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,191,168,1,0.60,1.29,0.78,0.02,4.35,Average,-119.0,35.39
2018-2019,Los Angeles,Antelope Valley Hospital,106190034,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,23,22,1,4.55,1.56,4.90,0.12,27.30,Average,-118.2,34.69
2018-2019,Los Angeles,St. Mary Medical Center - Long Beach,106190053,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,122,112,0,0.00,1.75,0.00,0.00,3.17,Average,-118.2,33.78
2018-2019,Los Angeles,Beverly Hospital,106190081,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,40,38,1,2.63,1.83,2.43,0.06,13.53,Average,-118.1,34.02
2018-2019,Los Angeles,California Hospital Medical Center - Los Angeles,106190125,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,92,85,3,3.53,2.21,2.70,0.56,7.88,Average,-118.3,34.04
2018-2019,Los Angeles,Centinela Hospital Medical Center,106190148,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,40,39,2,5.13,2.25,3.84,0.47,13.89,Average,-118.4,33.95
2018-2019,Los Angeles,Lakewood Regional Medical Center,106190240,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,212,188,4,2.13,2.18,1.65,0.45,4.21,Average,-118.2,33.86
2018-2019,Los Angeles,PIH Hospital - Downey,106190243,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,72,67,1,1.49,2.21,1.14,0.03,6.33,Average,-118.1,33.94
2018-2019,Los Angeles,Garfield Medical Center,106190315,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,306,265,11,4.15,1.80,3.89,1.94,6.96,Worse,-118.1,34.07
2018-2019,Los Angeles,Adventist Health Glendale,106190323,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,290,257,3,1.17,1.57,1.25,0.26,3.66,Average,-118.2,34.15
2018-2019,Los Angeles,Hollywood Presbyterian Medical Center,106190382,Isolated CABG Post-Operative Stroke,"32,343","26,042",439,1.69,89,85,1,1.18,1.62,1.22,0.03,6.81,Average,-118.3,34.10
