Year,County,Hospital,OSHPD ID,Performance Measure,# of Cases,# of Adverse Events,Risk-adjusted Rate,Performance Rating,Longitude,Latitude
2013,San Mateo,Peninsula Medical Center,106410852,CABG Operative Mortality ,38,1,3.55,Average,-121.92,36.6
2013,San Mateo,Peninsula Medical Center,106410852,CABG Operative Mortality ,38,1,3.55,Average,-121.92,36.6
2013,San Mateo,Peninsula Medical Center,106410852,Post-Operative Stroke ,83,0,0,Average,-121.92,36.6
2013,San Mateo,Peninsula Medical Center,106410852,Post-Operative Stroke ,83,0,0,Average,-121.92,36.6
2012,San Mateo,Peninsula Medical Center,106410852,30-day Readmission ,41,3,8.99,Average,-121.92488,36.59827
2012,San Mateo,Peninsula Medical Center,106410852,Operative Mortality ,45,0,0,Average,-121.92488,36.59827
2017-2018,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,46,4,6.01,Average,-122.25,37.48
2017-2018,San Mateo,Sequoia Hospital,106410891,CABG 30-Day Readmission,72,5,7.93,Average,-122.25,37.48
2017-2018,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke,80,1,1.22,Average,-122.25,37.48
2016-2017,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,44,3,6.19,Average,-122.25,37.48
2016-2017,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke,80,1,1.22,Average,-122.25,37.48
2015-2016,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,54,1,1.32,Average,-122.25,37.48
2015-2016,San Mateo,Sequoia Hospital,106410891,CABG 30-Day Readmission,72,2,3.53,Average,-122.25,37.48
2015-2016,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke,87,1,1.35,Average,-122.25,37.48
2014-2015,San Mateo,Sequoia Hospital,106410891,30-Day Readmission,82,4,5.29,Average,-122.25,37.48
2014-2015,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,66,0,0,Better,-122.25,37.48
2014-2015,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke ,100,1,1.12,Average,-122.25,37.48
2013-2014,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,57,0,0,Better,-122.25,37.48
2013-2014,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke ,100,2,1.61,Average,-122.25,37.48
2011-2012,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke ,109,0,0,Average,-122.25377,37.48129
2018,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality,42,0,0.00,Average,-122.25,37.48
2017,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality,38,1,2.54,Average,-122.25,37.48
2016,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality,42,1,3.04,Average,-122.25,37.48
2015,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality ,45,1,3.17,Average,-122.25,37.48
2014,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality ,55,2,2.88,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,30-day Readmission ,42,4,8.52,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,30-day Readmission ,42,4,8.52,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,62,1,1.33,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,CABG + Valve Operative Mortality,62,1,1.33,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality ,45,2,2.89,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,CABG Operative Mortality ,45,2,2.89,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke ,97,1,1.04,Average,-122.25,37.48
2013,San Mateo,Sequoia Hospital,106410891,Post-Operative Stroke ,97,1,1.04,Average,-122.25,37.48
2012,San Mateo,Sequoia Hospital,106410891,30-day Readmission ,47,3,7.76,Average,-122.25377,37.48129
2012,San Mateo,Sequoia Hospital,106410891,Operative Mortality ,52,0,0,Average,-122.25377,37.48129
2017-2018,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,7,0,0.00,Average,-122.47,37.68
2017-2018,San Mateo,Seton Medical Center,106410817,CABG 30-Day Readmission,88,12,13.16,Average,-122.47,37.68
2017-2018,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke,109,3,2.14,Average,-122.47,37.68
2016-2017,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,10,0,0.00,Average,-122.47,37.68
2016-2017,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke,86,3,2.97,Average,-122.47,37.68
2015-2016,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,7,0,0.00,Average,-122.47,37.68
2015-2016,San Mateo,Seton Medical Center,106410817,CABG 30-Day Readmission,67,7,8.77,Average,-122.47,37.68
2015-2016,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke,84,4,4.63,Average,-122.47,37.68
2014-2015,San Mateo,Seton Medical Center,106410817,30-Day Readmission,83,5,5.64,Average,-122.47,37.68
2014-2015,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,8,1,12,Average,-122.47,37.68
2014-2015,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke ,96,5,4.7,Worse,-122.47,37.68
2013-2014,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,12,1,6.02,Average,-122.47,37.68
2013-2014,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke ,108,5,3.89,Average,-122.47,37.68
2011-2012,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke ,114,9,6.36,Worse,-122.47283,37.68172
2018,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality,62,0,0.00,Average,-122.47,37.68
2017,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality,47,2,2.46,Average,-122.47,37.68
2016,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality,39,2,6.02,Average,-122.47,37.68
2015,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality ,45,1,1.67,Average,-122.47,37.68
2014,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality ,51,2,2.87,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,30-day Readmission ,49,5,9.28,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,30-day Readmission ,49,5,9.28,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,9,0,0,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,CABG + Valve Operative Mortality,9,0,0,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality ,57,2,2.52,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,CABG Operative Mortality ,57,2,2.52,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke ,95,5,4.15,Average,-122.47,37.68
2013,San Mateo,Seton Medical Center,106410817,Post-Operative Stroke ,95,5,4.15,Average,-122.47,37.68
2012,San Mateo,Seton Medical Center,106410817,30-day Readmission ,34,8,24.54,Average,-122.47283,37.68172
2012,San Mateo,Seton Medical Center,106410817,Operative Mortality ,38,2,5.76,Average,-122.47283,37.68172
2011-2012,Santa Barbara,Marian Medical Center,106420493,Post-Operative Stroke ,122,2,1.68,Average,-120.41338,34.95198
2012,Santa Barbara,Marian Medical Center,106420493,30-day Readmission ,59,9,14.63,Average,-120.41338,34.95198
2012,Santa Barbara,Marian Medical Center,106420493,Operative Mortality ,62,1,1.33,Average,-120.41338,34.95198
2017-2018,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,27,1,5.52,Average,-120.41,34.95
2017-2018,Santa Barbara,Marian Regional Medical Center,106420493,CABG 30-Day Readmission,127,12,10.62,Average,-120.41,34.95
2017-2018,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke,136,4,3.19,Average,-120.41,34.95
2016-2017,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,24,1,5.77,Average,-120.41,34.95
2016-2017,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke,130,3,2.04,Average,-120.41,34.95
2015-2016,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,27,0,0.00,Average,-120.41,34.95
2015-2016,Santa Barbara,Marian Regional Medical Center,106420493,CABG 30-Day Readmission,129,10,6.96,Average,-120.41,34.95
2015-2016,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke,139,3,2.04,Average,-120.41,34.95
2014-2015,Santa Barbara,Marian Regional Medical Center,106420493,30-Day Readmission,120,13,9.83,Average,-120.41,34.95
2014-2015,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,27,1,4.09,Average,-120.41,34.95
2014-2015,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke ,129,2,1.37,Average,-120.41,34.95
2013-2014,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,27,1,2.88,Average,-120.41,34.95
2013-2014,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke ,111,1,0.75,Average,-120.41,34.95
2018,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality,75,2,4.82,Average,-120.41,34.95
2017,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality,61,0,0.00,Average,-120.41,34.95
2016,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality,69,3,2.93,Average,-120.41,34.95
2015,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality ,70,1,1.57,Average,-120.41,34.95
2014,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality ,59,2,2.6,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,30-day Readmission ,49,1,1.93,Better,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,30-day Readmission ,49,1,1.93,Better,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,15,0,0,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,CABG + Valve Operative Mortality,15,0,0,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality ,52,0,0,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,CABG Operative Mortality ,52,0,0,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke ,114,2,1.6,Average,-120.41,34.95
2013,Santa Barbara,Marian Regional Medical Center,106420493,Post-Operative Stroke ,114,2,1.6,Average,-120.41,34.95
2017-2018,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,36,1,4.44,Average,-119.72,34.43
2017-2018,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG 30-Day Readmission,183,16,10.69,Average,-119.72,34.43
2017-2018,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke,197,3,1.95,Average,-119.72,34.43
2016-2017,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,39,4,13.80,Average,-119.72,34.43
2016-2017,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke,204,5,2.83,Average,-119.72,34.43
2015-2016,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,42,4,14.36,Average,-119.72,34.43
2015-2016,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG 30-Day Readmission,165,12,8.13,Average,-119.72,34.43
2015-2016,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke,176,2,1.23,Average,-119.72,34.43
2014-2015,Santa Barbara,Santa Barbara Cottage Hospital,106420514,30-Day Readmission,164,7,4.61,Better,-119.72,34.43
2014-2015,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,36,1,3.78,Average,-119.72,34.43
2014-2015,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke ,171,1,0.67,Average,-119.72,34.43
2013-2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,32,0,0,Average,-119.72,34.43
2013-2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke ,167,2,1.32,Average,-119.72,34.43
2011-2012,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke ,176,3,1.66,Average,-119.72318,34.42943
2018,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality,88,2,3.13,Average,-119.72,34.43
2017,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality,109,3,3.98,Average,-119.72,34.43
2016,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality,95,1,1.35,Average,-119.72,34.43
2015,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality ,81,0,0,Average,-119.72,34.43
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality ,90,3,3.89,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,30-day Readmission ,73,6,8.39,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,30-day Readmission ,73,6,8.39,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,30,1,4.24,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG + Valve Operative Mortality,30,1,4.24,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality ,77,0,0,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,CABG Operative Mortality ,77,0,0,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke ,169,3,1.83,Average,-119.72,34.43
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Post-Operative Stroke ,169,3,1.83,Average,-119.72,34.43
2012,Santa Barbara,Santa Barbara Cottage Hospital,106420514,30-day Readmission ,87,8,9.86,Average,-119.72318,34.42943
2012,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Operative Mortality ,92,2,2.92,Average,-119.72318,34.42943
2017-2018,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,36,0,0.00,Average,-122.08,37.37
2017-2018,Santa Clara,El Camino Hospital,106430763,CABG 30-Day Readmission,144,13,8.58,Average,-122.08,37.37
2017-2018,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke,200,2,0.90,Average,-122.08,37.37
2016-2017,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,43,0,0.00,Average,-122.08,37.37
2016-2017,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke,189,2,0.92,Average,-122.08,37.37
2015-2016,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,41,1,2.78,Average,-122.08,37.37
2015-2016,Santa Clara,El Camino Hospital,106430763,CABG 30-Day Readmission,135,19,13.96,Average,-122.08,37.37
2015-2016,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke,178,3,1.66,Average,-122.08,37.37
2014-2015,Santa Clara,El Camino Hospital,106430763,30-Day Readmission,133,15,11.43,Average,-122.08,37.37
2014-2015,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,44,1,1.89,Average,-122.08,37.37
2014-2015,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke ,170,1,0.53,Average,-122.08,37.37
2013-2014,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,45,2,4.92,Average,-122.08,37.37
2013-2014,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke ,151,0,0,Average,-122.08,37.37
2011-2012,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke ,125,1,0.89,Average,-122.07801,37.36779
2018,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality,104,2,2.29,Average,-122.08,37.37
2017,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality,96,3,1.75,Average,-122.08,37.37
2016,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality,93,2,1.88,Average,-122.08,37.37
2015,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality ,85,3,2.34,Average,-122.08,37.37
2014,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality ,85,1,0.98,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,30-day Readmission ,55,4,6.53,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,30-day Readmission ,55,4,6.53,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,40,4,8.26,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,CABG + Valve Operative Mortality,40,4,8.26,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality ,66,2,2.43,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,CABG Operative Mortality ,66,2,2.43,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke ,125,0,0,Average,-122.08,37.37
2013,Santa Clara,El Camino Hospital,106430763,Post-Operative Stroke ,125,0,0,Average,-122.08,37.37
2012,Santa Clara,El Camino Hospital,106430763,30-day Readmission ,52,5,11.54,Average,-122.07801,37.36779
2012,Santa Clara,El Camino Hospital,106430763,Operative Mortality ,59,1,1.86,Average,-122.07801,37.36779
2017-2018,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,25,2,3.81,Average,-121.94,37.25
2017-2018,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG 30-Day Readmission,122,12,9.06,Average,-121.94,37.25
2017-2018,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke,144,2,1.18,Average,-121.94,37.25
2016-2017,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,30,2,3.64,Average,-121.94,37.25
2016-2017,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke,149,0,0.00,Average,-121.94,37.25
2015-2016,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,20,1,4.79,Average,-121.94,37.25
2015-2016,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG 30-Day Readmission,135,21,14.86,Average,-121.94,37.25
2015-2016,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke,151,1,0.57,Average,-121.94,37.25
2014-2015,Santa Clara,Good Samaritan Hospital - San Jose,106430779,30-Day Readmission,134,22,16.65,Average,-121.94,37.25
2014-2015,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,29,2,6.06,Average,-121.94,37.25
2014-2015,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke ,147,5,2.96,Average,-121.94,37.25
2011-2012,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke ,138,3,1.92,Average,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality,70,4,5.74,Average,-121.94,37.25
2017,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality,74,2,1.63,Average,-121.94,37.25
2016,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality,75,0,0.00,Average,-121.94,37.25
2015,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality ,76,3,3.02,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,30-day Readmission ,58,5,10.4,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,30-day Readmission ,58,5,10.4,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,34,2,6.53,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG + Valve Operative Mortality,34,2,6.53,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality ,67,3,3.41,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,CABG Operative Mortality ,67,3,3.41,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke ,143,3,1.78,Average,-121.94,37.25
2013,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Post-Operative Stroke ,143,3,1.78,Average,-121.94,37.25
2012,Santa Clara,Good Samaritan Hospital - San Jose,106430779,30-day Readmission ,71,9,13.9,Average,-121.9449,37.25116
2012,Santa Clara,Good Samaritan Hospital - San Jose,106430779,Operative Mortality ,76,1,1.45,Average,-121.9449,37.25116
2013-2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,CABG + Valve Operative Mortality,37,2,6.3,Average,-121.94,37.25
2013-2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Post-Operative Stroke ,138,5,3.45,Average,-121.94,37.25
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,CABG Operative Mortality ,71,3,3.63,Average,-121.94,37.25
2017-2018,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,161,6,5.24,Average,-122,37.33
2017-2018,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG 30-Day Readmission,758,60,8.42,Better,-122,37.33
2017-2018,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke,787,12,1.79,Average,-122,37.33
2016-2017,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,172,8,5.55,Average,-122,37.33
2016-2017,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke,630,10,1.78,Average,-122,37.33
2015-2016,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,195,10,5.97,Average,-122,37.33
2015-2016,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG 30-Day Readmission,519,43,7.83,Better,-122,37.33
2015-2016,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke,542,10,2.00,Average,-122,37.33
2014-2015,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,30-Day Readmission,518,41,7.76,Better,-122,37.33
2014-2015,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,181,10,6.95,Average,-122,37.33
2014-2015,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke ,546,6,1.09,Average,-122,37.33
2011-2012,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke ,383,2,0.54,Average,-121.99577,37.334597
2018,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality,416,3,1.12,Average,-122,37.33
2017,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality,371,10,3.11,Average,-122,37.33
2016,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality,259,4,1.53,Average,-122,37.33
2015,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality ,283,6,2.01,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,30-day Readmission ,244,20,7.88,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,30-day Readmission ,244,20,7.88,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,161,7,5.58,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG + Valve Operative Mortality,161,7,5.58,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality ,249,2,0.8,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,CABG Operative Mortality ,249,2,0.8,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke ,453,5,1.06,Average,-122,37.33
2013,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Post-Operative Stroke ,453,5,1.06,Average,-122,37.33
2012,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,30-day Readmission ,198,19,9.31,Average,-121.99577,37.334597
2012,Santa Clara,Kaiser Foundation Hospital - Santa Clara,106434153,Operative Mortality ,204,2,1.12,Average,-121.99577,37.334597
2013-2014,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,CABG + Valve Operative Mortality,147,5,5.34,Average,-122,37.33
2013-2014,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Post-Operative Stroke ,512,5,0.85,Average,-122,37.33
2014,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,CABG Operative Mortality ,263,6,2.12,Average,-122,37.33
2013-2014,Santa Clara,O’Connor Hospital – San Jose,106430837,CABG + Valve Operative Mortality,12,1,6.87,Average,-121.94,37.33
2013-2014,Santa Clara,O’Connor Hospital – San Jose,106430837,Post-Operative Stroke ,70,1,1.08,Average,-121.94,37.33
2014,Santa Clara,O’Connor Hospital – San Jose,106430837,CABG Operative Mortality ,40,1,1.96,Average,-121.94,37.33
2017-2018,Santa Clara,O'Connor Hospital,106430837,CABG + Valve Operative Mortality,14,2,13.47,Average,-121.94,37.33
2017-2018,Santa Clara,O'Connor Hospital,106430837,CABG 30-Day Readmission,76,8,9.54,Average,-121.94,37.33
2017-2018,Santa Clara,O'Connor Hospital,106430837,Post-Operative Stroke,90,1,1.04,Average,-121.94,37.33
2016-2017,Santa Clara,O'Connor Hospital,106430837,CABG + Valve Operative Mortality,14,2,9.47,Average,-121.94,37.33
2016-2017,Santa Clara,O'Connor Hospital,106430837,Post-Operative Stroke,83,0,0.00,Average,-121.94,37.33
2018,Santa Clara,O'Connor Hospital,106430837,CABG Operative Mortality,49,2,3.06,Average,-121.94,37.33
2017,Santa Clara,O'Connor Hospital,106430837,CABG Operative Mortality,41,0,0.00,Average,-121.94,37.33
2015-2016,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG + Valve Operative Mortality,9,1,6.55,Average,-121.94,37.33
2015-2016,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG 30-Day Readmission,60,10,16.98,Average,-121.94,37.33
2015-2016,Santa Clara,O'Connor Hospital - San Jose,106430837,Post-Operative Stroke,77,0,0.00,Average,-121.94,37.33
2014-2015,Santa Clara,O'Connor Hospital - San Jose,106430837,30-Day Readmission,60,7,11.9,Average,-121.94,37.33
2014-2015,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG + Valve Operative Mortality,9,0,0,Average,-121.94,37.33
2014-2015,Santa Clara,O'Connor Hospital - San Jose,106430837,Post-Operative Stroke ,75,1,1.21,Average,-121.94,37.33
2011-2012,Santa Clara,O'Connor Hospital - San Jose,106430837,Post-Operative Stroke ,112,2,1.77,Average,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG Operative Mortality,42,3,5.85,Average,-121.94,37.33
2015,Santa Clara,O'Connor Hospital - San Jose,106430837,CABG Operative Mortality ,35,0,0,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,30-day Readmission ,24,2,9,Average,-121.94,37.33
2013,Santa Clara,O'Connor Hospital - San Jose,106430837,30-day Readmission ,24,2,9,Average,-121.94,37.33
